Date,Open,High,Low,Close,Adj Close,Volume,Difference,Price percentage change,Volume_change
2020-01-02,73.93166605631511,75.09499867757161,73.70333353678386,74.79833221435547,72.96692403157552,133396800.0,-0.8666661580403646,-1.1757646216417996,-8546600.0
2020-01-03,74.18874931335449,75.12749862670898,73.8700008392334,74.74812507629395,72.9179515838623,127265600.0,-0.5593757629394531,-0.7609271792814312,-8869466.666666666
2020-01-06,74.20899963378906,75.3239990234375,73.9540008544922,74.95800018310547,73.12269134521485,128228320.0,-0.7490005493164062,-1.0145836269212416,-850300.0
2020-01-07,74.75899963378906,75.81549835205078,74.50450134277344,75.42200012207032,73.57533416748046,135153920.0,-0.66300048828125,-0.8926844848218568,6925600.0
2020-01-08,75.43150024414062,76.41999969482421,75.09200134277344,76.06699981689454,74.20454254150391,134018320.0,-0.6354995727539062,-0.8564519033792475,-1135600.0
2020-01-09,76.32400054931641,77.27550048828125,76.01200103759766,76.925,75.04153747558594,134647280.0,-0.6009994506835937,-0.7887356329128756,628960.0
2020-01-10,77.16700134277343,78.10900115966797,76.74650115966797,77.63949890136719,75.73853912353516,145263760.0,-0.47249755859375,-0.6315834249419916,10616480.0
2020-01-13,77.90150146484375,78.66200103759766,77.36600036621094,78.0469985961914,76.1360595703125,143232640.0,-0.14549713134765624,-0.19303288307532512,-2031120.0
2020-01-14,78.21900177001953,78.92550201416016,77.6604995727539,78.32749786376954,76.40968627929688,130976800.0,-0.10849609375,-0.14268578333091864,-12255840.0
2020-01-15,78.50250091552735,79.22900085449218,77.99799957275391,78.74749908447265,76.81940460205078,130411120.0,-0.2449981689453125,-0.3156374251491412,-565680.0
2020-01-16,78.78000030517578,79.32649993896484,78.2404998779297,78.72799987792969,76.80038299560547,128273360.0,0.05200042724609375,0.0648736367884859,-2137760.0
2020-01-17,78.8739990234375,79.44749908447265,78.49749908447265,78.97900085449218,77.04524078369141,116248960.0,-0.1050018310546875,-0.13375205737337326,-12024400.0
2020-01-21,79.17749938964843,79.65049896240234,78.80249938964843,79.37350158691406,77.43008270263672,112758640.0,-0.196002197265625,-0.24887122802781486,-3490320.0
2020-01-22,79.5104995727539,80.03199768066406,79.0739990234375,79.527001953125,77.57982635498047,120300320.0,-0.01650238037109375,-0.02248316873332059,7541680.0
2020-01-23,79.2,79.68349761962891,78.56799926757813,79.03800201416016,77.10279998779296,125125040.0,0.16199798583984376,0.204679611725369,4824720.0
2020-01-24,78.97050018310547,79.65249786376953,78.37749938964843,79.09400177001953,77.15743103027344,135403200.0,-0.1235015869140625,-0.16006891751776625,10278160.0
2020-01-27,79.26400146484374,80.04549865722656,78.58099975585938,79.4260009765625,77.4813018798828,158282560.0,-0.16199951171875,-0.2085307771141005,22879360.0
2020-01-28,79.39500122070312,80.27199859619141,78.73600006103516,79.65800018310547,77.70762329101562,162736800.0,-0.26299896240234377,-0.3338938022043593,4454240.0
2020-01-29,79.42900085449219,80.23949890136718,78.27450103759766,79.21800079345704,77.27839813232421,173346960.0,0.21100006103515626,0.25663132429551333,10610160.0
2020-01-30,79.14100036621093,80.32549896240235,78.1415008544922,79.20350036621093,77.26425018310547,175716640.0,-0.0625,-0.10152714768926607,2369680.0
2020-01-31,79.27649993896485,80.3875,78.2135009765625,79.26150054931641,77.32082824707031,170593120.0,0.0149993896484375,-0.00041306991612630737,-5123520.0
2020-02-03,79.22999877929688,80.23300018310547,78.09200134277344,79.11700134277343,77.17986297607422,151112640.0,0.1129974365234375,0.12077117589423614,-19480480.0
2020-02-04,79.33149871826171,80.2895004272461,78.1675018310547,79.18400115966797,77.2452163696289,146849120.0,0.14749755859375,0.16486029928589155,-4263520.0
2020-02-05,79.40349884033203,80.32550048828125,78.65300140380859,79.71000061035156,77.79538269042969,130468240.0,-0.30650177001953127,-0.4016457529240099,-16380880.0
2020-02-06,79.89749908447266,80.72850036621094,79.23450164794922,80.35449981689453,78.4613250732422,117580320.0,-0.457000732421875,-0.5842428897057498,-12887920.0
2020-02-07,80.31199951171875,80.94149932861328,79.4885009765625,80.39249877929687,78.53539276123047,109121680.0,-0.080499267578125,-0.11309939841687551,-8458640.0
2020-02-10,80.20950012207031,81.06449890136719,79.6145004272461,80.67999877929688,78.85373382568359,108102400.0,-0.4704986572265625,-0.5975533962220811,-1019280.0
2020-02-11,80.29049987792969,81.11449890136718,79.76900024414063,80.66299896240234,78.87476043701172,105966800.0,-0.37249908447265623,-0.47581923799458725,-2135600.0
2020-02-12,80.40899963378907,81.24349975585938,80.01150054931641,80.90899963378907,79.11530914306641,98452720.0,-0.5,-0.6339285894352298,-7514080.0
2020-02-13,80.46799926757812,81.15350036621093,80.04949951171875,80.78150024414063,78.99063720703126,107089200.0,-0.3135009765625,-0.3956193070634232,8636480.0
2020-02-14,80.28799896240234,81.18700103759765,80.11399993896484,80.98200073242188,79.18669128417969,107021360.0,-0.6940017700195312,-0.8684710214609523,-67840.0
2020-02-18,80.34599914550782,81.05850067138672,79.9509994506836,80.63699951171876,78.84933624267578,104388480.0,-0.2910003662109375,-0.3675439950153619,-2632880.0
2020-02-19,80.06749877929687,80.77000122070312,79.30849914550781,80.0459991455078,78.271435546875,111349760.0,0.0214996337890625,0.024039517257002617,6961280.0
2020-02-20,78.69349975585938,79.68000030517578,77.62749938964843,78.7074981689453,76.96260681152344,139766080.0,-0.0139984130859375,-0.0249232281488324,28416320.0
2020-02-21,77.9730010986328,78.81900024414062,76.20350036621093,77.1614974975586,75.45088043212891,155394560.0,0.8115036010742187,1.0612182427850883,15628480.0
2020-02-24,76.29950103759765,77.48450012207032,74.52850036621093,75.61299743652344,73.93671417236328,176208720.0,0.6865036010742187,0.8602878766550962,20814160.0
2020-02-25,74.2230010986328,75.5520004272461,72.26600036621093,73.2739974975586,71.64956817626953,220216640.0,0.9490036010742188,1.2551599767923838,44007920.0
2020-02-26,71.15500183105469,73.45,69.55950012207032,71.28949737548828,69.70906524658203,279607840.0,-0.13449554443359374,-0.3461233593938351,59391200.0
2020-02-27,70.40600128173828,73.31300048828125,68.98399963378907,71.32099761962891,69.7398696899414,303448240.0,-0.914996337890625,-1.4554033094683343,23840400.0
2020-02-28,70.54200134277343,73.38650054931641,68.96749877929688,71.38299865722657,69.80049743652344,321208640.0,-0.840997314453125,-1.3655913112564104,17760400.0
2020-03-02,71.03750152587891,73.6625,69.2989990234375,71.88749847412109,70.29381103515625,325433360.0,-0.8499969482421875,-1.3634542769574156,4224720.0
2020-03-03,71.75850067138671,74.33999938964844,70.22149963378907,72.85749969482421,71.2423095703125,298826800.0,-1.0989990234375,-1.726805963187941,-26606560.0
2020-03-04,72.99550018310546,74.9604995727539,71.4645004272461,73.64100036621093,72.00843811035156,258760160.0,-0.6455001831054688,-0.9737373572281038,-40066640.0
2020-03-05,72.06900024414062,73.79299926757812,70.72850036621094,72.00900115966797,70.4126205444336,247829680.0,0.05999908447265625,0.013931988327707612,-10930480.0
2020-03-06,70.74250030517578,72.91499938964844,69.90700073242188,71.81000061035157,70.21802673339843,240992560.0,-1.0675003051757812,-1.522930580709098,-6837120.0
2020-03-09,69.79000091552734,71.80599975585938,68.84349975585937,70.44450073242187,68.88279876708984,248276640.0,-0.6544998168945313,-0.9565686983524342,7284080.0
2020-03-10,67.81100158691406,70.32850036621093,66.67299957275391,68.2099998474121,66.69783401489258,294456880.0,-0.3989982604980469,-0.5300425941739342,46180240.0
2020-03-11,66.95550231933593,69.78350067138672,65.25899887084961,67.65699996948243,66.15709609985352,323367920.0,-0.7014976501464844,-1.0190398021019473,28911040.0
2020-03-12,65.86550216674804,68.83300018310547,64.1089988708496,66.45899963378906,64.98564987182617,330503680.0,-0.5934974670410156,-0.8570245262054131,7135760.0
2020-03-13,64.38400115966797,67.39149932861328,62.560498809814455,64.8349998474121,63.39765548706055,338256880.0,-0.45099868774414065,-0.6975734691635129,7753200.0
2020-03-16,62.50300064086914,65.83049926757812,60.823499298095705,63.39700012207031,61.99153366088867,347183840.0,-0.8939994812011719,-1.4144433757498425,8926960.0
2020-03-17,62.07550048828125,64.97249908447266,60.55399932861328,63.224500274658205,61.82285766601562,317860480.0,-1.1489997863769532,-1.8059259322322223,-29323360.0
2020-03-18,61.189999389648435,63.56799850463867,59.30649948120117,60.78800048828125,59.440372467041016,324052720.0,0.4019989013671875,0.6332255072491944,6192240.0
2020-03-19,60.496499633789064,62.03899917602539,57.93699951171875,59.895999908447266,58.56814804077148,326918560.0,0.6004997253417969,0.9800433922538797,2865840.0
2020-03-20,59.93899993896484,61.543000030517575,57.73199996948242,59.59700012207031,58.275778198242186,319613600.0,0.34199981689453124,0.5221817602035308,-7304960.0
2020-03-23,60.487999725341794,61.95550003051758,58.091000366210935,59.5395004272461,58.21955337524414,320287280.0,0.9484992980957031,1.5148810246508504,673680.0
2020-03-24,60.44449996948242,62.24749984741211,58.278500366210935,60.22250061035156,58.887413787841794,316333280.0,0.22199935913085939,0.3368167741123836,-3954000.0
2020-03-25,60.72300033569336,62.44949951171875,59.23100051879883,61.147500610351564,59.79190521240234,276838000.0,-0.4245002746582031,-0.7183172492642919,-39495280.0
2020-03-26,61.85600051879883,63.800499725341794,61.070500183105466,62.669500732421874,61.2801628112793,243082720.0,-0.8135002136230469,-1.3682807112972282,-33755280.0
2020-03-27,62.81800079345703,64.54049911499024,61.95550003051758,63.04000015258789,61.64244689941406,224976880.0,-0.22199935913085939,-0.37560789819488727,-18105840.0
2020-03-30,62.60550079345703,64.06399917602539,61.697000122070314,62.80950012207031,61.417057037353516,199500160.0,-0.20399932861328124,-0.33920671314550954,-25476720.0
2020-03-31,62.29650039672852,63.387499237060545,61.22399978637695,62.13399963378906,60.7565315246582,182269520.0,0.16250076293945312,0.2458960249205068,-17230640.0
2020-04-01,61.7990005493164,62.87899932861328,60.81999969482422,61.81749954223633,60.44704971313477,167402160.0,-0.018498992919921874,-0.03604523243210709,-14867360.0
2020-04-02,61.80699996948242,63.25849838256836,60.819000244140625,62.2004997253418,60.82155914306641,174170960.0,-0.393499755859375,-0.6336872030964741,6768800.0
2020-04-03,62.56699905395508,63.71899948120117,61.169000244140626,62.45749969482422,61.072862243652345,175348000.0,0.10949935913085937,0.10354168241761812,1177040.0
2020-04-06,63.378998565673825,64.6514991760254,62.274000549316405,63.71549987792969,62.30297088623047,173883360.0,-0.3365013122558594,-0.60349155676778,-1464640.0
